Epoch,Train_Loss,Val_Loss,Accuracy,Time
1,0.07834,0.00029,100.000,30.275
2,0.00048,0.00009,100.000,30.486
3,0.00044,0.00012,100.000,30.426
4,0.00011,0.00003,100.000,30.447
5,0.00009,0.00002,100.000,30.339
6,0.00004,0.00001,100.000,29.976
7,0.00008,0.00002,100.000,30.404
8,0.00006,0.00003,100.000,30.077
9,0.00005,0.00003,100.000,29.906
10,0.00004,0.00001,100.000,30.315
11,0.00003,0.00001,100.000,30.070
12,0.00005,0.00001,100.000,30.073
13,0.00003,0.00001,100.000,30.339
14,0.00003,0.00001,100.000,30.356
15,0.00002,0.00000,100.000,30.342
16,0.00020,0.00001,100.000,29.969
17,0.00002,0.00000,100.000,30.345
18,0.00011,0.00000,100.000,30.329
19,0.00002,0.00000,100.000,30.349
20,0.00002,0.00001,100.000,30.185
21,0.00003,0.00000,100.000,29.827
22,0.00001,0.00000,100.000,29.790
23,0.00001,0.00000,100.000,30.269
24,0.00004,0.00000,100.000,29.831
25,0.00001,0.00000,100.000,30.346
26,0.00009,0.00000,100.000,30.241
27,0.00004,0.00000,100.000,30.129
28,0.00014,0.00000,100.000,30.302
29,0.00001,0.00000,100.000,29.663
30,0.00023,0.00000,100.000,29.617
31,0.00002,0.00002,100.000,30.180
32,0.00002,0.00001,100.000,30.338
33,0.00001,0.00000,100.000,30.153
34,0.00001,0.00000,100.000,30.329
35,0.00004,0.00000,100.000,30.278
36,0.00001,0.00000,100.000,30.112
37,0.00003,0.00000,100.000,30.341
38,0.00000,0.00000,100.000,30.183
39,0.00001,0.00000,100.000,30.334
40,0.00006,0.00000,100.000,29.937
41,0.00002,0.00000,100.000,29.769
42,0.00001,0.00000,100.000,30.296
43,0.00000,0.00000,100.000,30.347
44,0.00011,0.00000,100.000,30.062
45,0.00001,0.00000,100.000,29.794
46,0.00000,0.00000,100.000,30.100
47,0.00001,0.00000,100.000,30.199
48,0.00001,0.00000,100.000,30.225
49,0.00001,0.00000,100.000,29.956
50,0.00000,0.00000,100.000,29.979
51,0.00001,0.00000,100.000,30.291
52,0.00000,0.00000,100.000,30.330
53,0.00000,0.00000,100.000,30.236
54,0.00000,0.00000,100.000,30.210
55,0.00002,0.00000,100.000,30.301
56,0.00001,0.00000,100.000,30.352
57,0.00000,0.00000,100.000,30.353
58,0.00000,0.00000,100.000,30.013
59,0.00000,0.00000,100.000,30.352
60,0.00000,0.00000,100.000,30.107
61,0.00000,0.00000,100.000,30.066
62,0.00000,0.00000,100.000,29.523
63,0.00000,0.00000,100.000,29.415
64,0.00000,0.00000,100.000,29.669
65,0.00003,0.00000,100.000,30.366
66,0.00000,0.00000,100.000,28.749
67,0.00000,0.00000,100.000,28.651
68,0.00000,0.00000,100.000,28.648
69,0.00000,0.00000,100.000,28.665
70,0.00000,0.00000,100.000,28.646
71,0.00000,0.00000,100.000,28.660
72,0.00001,0.00000,100.000,28.637
73,0.00001,0.00000,100.000,28.894
74,0.00000,0.00000,100.000,30.360
75,0.00000,0.00000,100.000,30.359
76,0.00000,0.00000,100.000,30.353
77,0.00001,0.00000,100.000,30.347
78,0.00000,0.00000,100.000,30.349
79,0.00000,0.00000,100.000,30.347
80,0.00000,0.00000,100.000,30.322
81,0.00000,0.00000,100.000,29.429
82,0.00000,0.00000,100.000,29.410
83,0.00000,0.00000,100.000,29.431
84,0.00000,0.00000,100.000,29.418
85,0.00000,0.00000,100.000,29.422
86,0.00001,0.00000,100.000,29.406
87,0.00000,0.00000,100.000,29.133
88,0.00000,0.00000,100.000,29.121
89,0.00002,0.00001,100.000,29.091
90,0.00001,0.00000,100.000,29.088
91,0.00001,0.00000,100.000,29.081
92,0.00001,0.00000,100.000,29.101
93,0.00001,0.00000,100.000,29.084
94,0.00000,0.00000,100.000,29.105
95,0.00001,0.00000,100.000,29.088
96,0.00000,0.00000,100.000,29.090
97,0.00000,0.00000,100.000,29.087
98,0.00000,0.00000,100.000,29.089
99,0.00000,0.00000,100.000,29.100
100,0.00000,0.00000,100.000,29.094
