Epoch,Train_Loss,Val_Loss,Accuracy,Time
1,0.02496,0.00020,100.000,30.223
2,0.00046,0.00009,100.000,30.481
3,0.00154,0.00007,100.000,30.466
4,0.00051,0.00005,100.000,30.577
5,0.00019,0.00025,100.000,30.544
6,0.00016,0.00023,100.000,30.300
7,0.00030,0.00009,100.000,30.240
8,0.00073,0.00001,100.000,29.956
9,0.00002,0.00001,100.000,30.247
10,0.00016,0.00000,100.000,30.242
11,0.00019,0.00001,100.000,30.244
12,0.00007,0.00004,100.000,30.248
13,0.00005,0.00001,100.000,30.234
14,0.00003,0.00000,100.000,30.199
15,0.00001,0.00000,100.000,30.144
16,0.00001,0.00000,100.000,29.958
17,0.00003,0.00000,100.000,29.423
18,0.00001,0.00000,100.000,30.196
19,0.00001,0.00000,100.000,30.134
20,0.00001,0.00000,100.000,29.660
21,0.00001,0.00000,100.000,29.931
22,0.00001,0.00000,100.000,30.047
23,0.00001,0.00000,100.000,30.025
24,0.00000,0.00000,100.000,30.031
25,0.00001,0.00000,100.000,29.973
26,0.00011,0.00000,100.000,30.115
27,0.00001,0.00001,100.000,30.236
28,0.00002,0.00000,100.000,30.169
29,0.00034,0.00000,100.000,30.022
30,0.00001,0.00000,100.000,30.194
31,0.00031,0.00000,100.000,30.252
32,0.00001,0.00002,100.000,30.018
33,0.00002,0.00001,100.000,30.242
34,0.00001,0.00000,100.000,30.146
35,0.00001,0.00000,100.000,30.047
36,0.00005,0.00000,100.000,30.068
37,0.00000,0.00000,100.000,30.048
38,0.00000,0.00000,100.000,30.112
39,0.00000,0.00000,100.000,29.772
40,0.00000,0.00000,100.000,29.745
41,0.00006,0.00002,100.000,29.893
42,0.00004,0.00001,100.000,30.114
43,0.00001,0.00000,100.000,30.178
44,0.00001,0.00000,100.000,30.115
45,0.00001,0.00000,100.000,30.091
46,0.00000,0.00000,100.000,30.149
47,0.00000,0.00000,100.000,30.204
48,0.00000,0.00000,100.000,30.181
49,0.00000,0.00000,100.000,30.099
50,0.00000,0.00000,100.000,30.158
51,0.00000,0.00000,100.000,30.248
52,0.00000,0.00000,100.000,30.121
53,0.00000,0.00000,100.000,30.219
54,0.00000,0.00000,100.000,30.030
55,0.00004,0.00000,100.000,29.823
56,0.00000,0.00000,100.000,29.738
57,0.00000,0.00000,100.000,30.198
58,0.00000,0.00000,100.000,30.209
59,0.00000,0.00000,100.000,30.280
60,0.00000,0.00000,100.000,30.060
61,0.00004,0.00000,100.000,29.997
62,0.00000,0.00000,100.000,29.953
63,0.00000,0.00000,100.000,30.134
64,0.00000,0.00000,100.000,29.699
65,0.00000,0.00000,100.000,29.890
66,0.00001,0.00000,100.000,29.294
67,0.00000,0.00000,100.000,29.291
68,0.00000,0.00000,100.000,29.270
69,0.00000,0.00000,100.000,29.292
70,0.00000,0.00000,100.000,29.281
71,0.00000,0.00000,100.000,29.289
72,0.00001,0.00000,100.000,29.274
73,0.00000,0.00000,100.000,29.295
74,0.00000,0.00000,100.000,29.295
75,0.00000,0.00000,100.000,29.308
76,0.00000,0.00000,100.000,29.292
77,0.00000,0.00000,100.000,29.065
78,0.00000,0.00000,100.000,29.026
79,0.00000,0.00000,100.000,30.144
80,0.00000,0.00000,100.000,30.247
81,0.00000,0.00000,100.000,30.240
82,0.00000,0.00000,100.000,30.230
83,0.00000,0.00000,100.000,29.429
84,0.00000,0.00000,100.000,29.284
85,0.00000,0.00000,100.000,29.287
86,0.00000,0.00000,100.000,29.303
87,0.00000,0.00000,100.000,29.299
88,0.00000,0.00000,100.000,29.275
89,0.00000,0.00000,100.000,29.299
90,0.00000,0.00000,100.000,29.293
91,0.00000,0.00000,100.000,29.287
92,0.00027,0.00000,100.000,29.291
93,0.00000,0.00000,100.000,29.280
94,0.00000,0.00000,100.000,29.286
95,0.00000,0.00000,100.000,29.325
96,0.00000,0.00000,100.000,29.347
97,0.00000,0.00000,100.000,29.340
98,0.00000,0.00000,100.000,29.324
99,0.00000,0.00000,100.000,29.326
100,0.00000,0.00000,100.000,29.335
